transaction_date,owner,ticker,asset_type,type,amount,senator,basis,SPY basis
11/28/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",98,220
11/25/2016,Joint,ENTG,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",18,221
11/18/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,218
11/18/2016,Joint,WMB,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",30,218
11/18/2016,Joint,SLB,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",80,218
11/18/2016,Joint,WMB,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",30,218
11/18/2016,Joint,KHC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",82,218
11/18/2016,Joint,EXR,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",70,218
11/18/2016,Joint,EXR,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",70,218
11/18/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",98,218
11/18/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",98,218
11/17/2016,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",19,218
11/17/2016,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",19,218
11/16/2016,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",19,217
11/15/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",97,217
11/15/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",97,217
11/11/2016,Joint,GEL,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",33,216
11/11/2016,Joint,WMB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,216
11/11/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",97,216
11/10/2016,Joint,WMB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,216
11/10/2016,Joint,WMB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,216
11/10/2016,Joint,WMB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,216
11/10/2016,Joint,DIS,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",95,216
11/10/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",95,216
11/08/2016,Joint,BAX,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,213
11/08/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",50,213
11/07/2016,Joint,SPY,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",210,210
11/07/2016,Joint,SPY,Stock,Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr",210,210
11/07/2016,Joint,BAX,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,210
11/07/2016,Joint,MOS,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",25,210
11/14/2016,Spouse,SCCO,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,32,216
11/08/2016,Spouse,ASIX,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,14,213
11/14/2016,Spouse,NOC,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,250,216
11/14/2016,Spouse,COST,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,151,216
11/22/2016,Joint,PFS,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,26,220
11/23/2016,Joint,EEM,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,35,220
11/23/2016,Joint,TMO,Stock,Purchase,"$1,001 - $15,000",John F Reed,142,220
11/23/2016,Joint,XSD,Stock,Purchase,"$1,001 - $15,000",John F Reed,55,220
11/23/2016,Joint,ISRG,Stock,Purchase,"$1,001 - $15,000",John F Reed,71,220
11/23/2016,Joint,WETF,Stock,Purchase,"$1,001 - $15,000",John F Reed,10,220
11/23/2016,Joint,VWO,Stock,Purchase,"$1,001 - $15,000",John F Reed,35,220
11/23/2016,Self,FEYE,Stock,Sale (Full),"$1,001 - $15,000",John F Reed,13,220
11/23/2016,Self,XSD,Stock,Purchase,"$1,001 - $15,000",John F Reed,55,220
11/23/2016,Self,HACK,Stock,Purchase,"$1,001 - $15,000",John F Reed,27,220
11/23/2016,Self,ISRG,Stock,Purchase,"$1,001 - $15,000",John F Reed,71,220
11/23/2016,Self,WETF,Stock,Purchase,"$1,001 - $15,000",John F Reed,10,220
11/23/2016,Self,TMO,Stock,Purchase,"$1,001 - $15,000",John F Reed,142,220
10/31/2016,Spouse,CVX,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,104,212
10/31/2016,Spouse,QCOM,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,68,212
10/31/2016,Spouse,NSC,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,92,212
10/31/2016,Spouse,JNJ,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,115,212
10/31/2016,Spouse,VFC,Stock,Purchase,"$1,001 - $15,000",William Cassidy,51,212
10/31/2016,Spouse,PPG,Stock,Purchase,"$1,001 - $15,000",William Cassidy,93,212
10/31/2016,Spouse,LOW,Stock,Purchase,"$1,001 - $15,000",William Cassidy,66,212
10/31/2016,Spouse,GWW,Stock,Purchase,"$1,001 - $15,000",William Cassidy,208,212
10/31/2016,Spouse,CVS,Stock,Purchase,"$1,001 - $15,000",William Cassidy,83,212
10/31/2016,Spouse,AMGN,Stock,Purchase,"$1,001 - $15,000",William Cassidy,143,212
10/19/2016,Spouse,TEVA,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",43,214
10/19/2016,Spouse,GE,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",223,214
10/17/2016,Self,CVS,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,87,212
10/03/2016,Child,ASIX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,15,215
10/03/2016,Joint,ASIX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,15,215
10/03/2016,Self,ASIX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,15,215
10/26/2016,Joint,HSBC,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,38,213
10/26/2016,Child,HAS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,82,213
10/26/2016,Child,DIS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,92,213
10/26/2016,Spouse,BRK-B,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,143,213
10/26/2016,Spouse,JPM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,68,213
10/26/2016,Spouse,IBM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,151,213
10/26/2016,Self,BRK-B,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,143,213
10/26/2016,Joint,MCK,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,157,213
10/26/2016,Joint,MA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,102,213
10/26/2016,Joint,CB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,125,213
10/26/2016,Self,DEO,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,108,213
10/26/2016,Self,WFC,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,45,213
10/26/2016,Self,HAS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,82,213
10/26/2016,Self,IBM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,151,213
10/24/2016,Joint,GLW,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",23,214
10/24/2016,Joint,GLW,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",23,214
10/21/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",12,213
10/19/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",12,214
10/12/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,213
10/12/2016,Joint,BAX,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,213
10/05/2016,Joint,SPY,Stock,Purchase,"$50,001 - $100,000","David A Perdue , Jr",215,215
10/05/2016,Joint,MOS,Stock,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",24,215
10/05/2016,Joint,SPY,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",215,215
09/30/2016,Self,DIS,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,92,216
09/13/2016,Self,A,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,45,213
10/12/2016,Self,CSX,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,10,213
09/13/2016,Joint,PEY,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,15,213
10/06/2016,Self,IYT,Stock,Purchase,"$1,001 - $15,000",John F Reed,145,215
09/23/2016,Spouse,WFC,Stock,Sale (Full),"$15,001 - $50,000",Susan M Collins,45,216
09/23/2016,Spouse,USB,Stock,Purchase,"$15,001 - $50,000",Susan M Collins,42,216
09/06/2016,Child,GILD,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,77,218
09/26/2016,Child,MAR,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,68,214
09/28/2016,Spouse,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,129,216
09/06/2016,Joint,NFLX,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,98,218
09/06/2016,Joint,NSRGY,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,81,218
09/22/2016,Joint,WEC,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,62,217
09/22/2016,Joint,DIS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,93,217
09/22/2016,Joint,SO,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,53,217
09/28/2016,Joint,EL,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,88,216
09/28/2016,Joint,MCK,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,166,216
09/28/2016,Joint,VOD,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,29,216
09/28/2016,Joint,BA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,131,216
09/28/2016,Self,AXP,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,64,216
09/28/2016,Self,WM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,63,216
09/06/2016,Self,GILD,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,77,218
09/06/2016,Self,REGN,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,395,218
09/22/2016,Joint,TMO,Stock,Purchase,"$1,001 - $15,000",John F Reed,156,217
09/22/2016,Joint,DHR,Stock,Purchase,"$1,001 - $15,000",John F Reed,77,217
09/22/2016,Self,TMO,Stock,Purchase,"$1,001 - $15,000",John F Reed,156,217
09/22/2016,Self,DHR,Stock,Purchase,"$1,001 - $15,000",John F Reed,77,217
09/26/2016,Spouse,MDT,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,86,214
09/23/2016,Joint,PG,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",88,216
09/28/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",50,216
09/27/2016,Joint,PG,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",88,214
09/21/2016,Joint,EPD,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",27,214
09/21/2016,Joint,ENB,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",44,214
09/21/2016,Joint,ENB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",44,214
09/15/2016,Joint,ETP,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",19,214
09/13/2016,Joint,GEL,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,213
09/13/2016,Joint,GEL,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,213
09/13/2016,Joint,GEL,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,213
09/13/2016,Joint,PAA,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",27,213
09/13/2016,Joint,WPZ,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",36,213
09/12/2016,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",54,214
09/06/2016,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",25,218
09/12/2016,Self,TMO,Stock,Purchase,"$1,001 - $15,000",John F Reed,144,214
09/12/2016,Self,IYT,Stock,Purchase,"$1,001 - $15,000",John F Reed,141,214
09/12/2016,Self,DHR,Stock,Purchase,"$1,001 - $15,000",John F Reed,77,214
09/12/2016,Joint,TMO,Stock,Purchase,"$1,001 - $15,000",John F Reed,144,214
09/12/2016,Joint,DHR,Stock,Purchase,"$1,001 - $15,000",John F Reed,77,214
09/02/2016,Self,IYT,Stock,Purchase,"$1,001 - $15,000",John F Reed,143,218
08/12/2016,Self,PRGO,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,86,218
09/06/2016,Joint,NFLX,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,98,218
09/06/2016,Joint,NSRGY,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,81,218
08/18/2016,Joint,PSA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,226,218
08/18/2016,Joint,MET,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,36,218
08/18/2016,Spouse,GE,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,240,218
08/18/2016,Spouse,TJX,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,39,218
08/18/2016,Child,SBUX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,55,218
09/06/2016,Child,GILD,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,77,218
08/18/2016,Child,BMY,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,58,218
09/06/2016,Self,REGN,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,395,218
09/06/2016,Self,GILD,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,77,218
08/18/2016,Self,RYAAY,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,72,218
08/08/2016,Self,UA,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,36,218
08/05/2016,Self,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,125,217
08/03/2016,Joint,CVX,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,100,215
08/30/2016,Joint,BAX,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,218
08/26/2016,Joint,BAX,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,217
08/25/2016,Joint,BAX,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,217
08/16/2016,Joint,FE,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",32,218
08/16/2016,Joint,EXR,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",82,218
08/16/2016,Joint,EXR,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",82,218
08/15/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,219
08/11/2016,Joint,WPZ,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",35,218
08/11/2016,Joint,BMY,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",60,218
08/10/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,217
08/09/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,218
08/08/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,218
08/05/2016,Joint,FEYE,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",14,217
08/23/2016,Self,TJX,Stock,Purchase,"$50,001 - $100,000",John Hoeven,39,219
08/19/2016,Self,RL,Stock,Sale (Full),"$100,001 - $250,000",John Hoeven,108,218
08/22/2016,Self,JCI,Stock,Sale (Full),"$100,001 - $250,000",John Hoeven,46,218
08/22/2016,Self,HAS,Stock,Purchase,"$50,001 - $100,000",John Hoeven,80,218
08/22/2016,Self,BMY,Stock,Purchase,"$50,001 - $100,000",John Hoeven,59,218
08/22/2016,Self,MCD,Stock,Purchase,"$50,001 - $100,000",John Hoeven,115,218
07/26/2016,Joint,C,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,44,216
07/26/2016,Joint,DHR,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,81,216
07/29/2016,Spouse,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,124,216
07/07/2016,Child,WM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,67,209
07/07/2016,Child,WM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,67,209
07/07/2016,Child,ESRX,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,76,209
07/07/2016,Child,HAS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,83,209
07/21/2016,Child,GILD,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,87,216
07/07/2016,Self,WM,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,67,209
07/29/2016,Self,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,124,216
07/07/2016,Self,ESRX,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,76,209
07/07/2016,Self,HAS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,83,209
07/21/2016,Self,GILD,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,87,216
07/26/2016,Self,AAPL,Stock,Sale (Partial),"$1,001 - $15,000",Sheldon Whitehouse,24,216
07/14/2016,Spouse,EMC,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",12227,216
07/12/2016,Self,BBU,Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,18,214
08/08/2016,Self,ESRX,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,76,218
08/08/2016,Self,C,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,45,218
08/08/2016,Self,BMY,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,61,218
12/03/2014,Child,KMI,Stock,Purchase,"$15,001 - $50,000",Timothy M Kaine,41,207
07/12/2016,Spouse,FTV,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,42,214
07/14/2016,Spouse,HSY,Stock,Sale (Full),"$15,001 - $50,000",Susan M Collins,108,216
08/04/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,215
08/01/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,217
07/29/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",45,216
07/27/2016,Joint,ENTG,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",16,216
07/27/2016,Joint,ENTG,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",16,216
07/26/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",45,216
07/21/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,216
07/21/2016,Joint,GM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,216
07/21/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,216
07/19/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,215
07/18/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,216
07/18/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",44,216
07/15/2016,Joint,PAA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,216
07/15/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,216
07/15/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,216
07/14/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,216
07/13/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,215
07/13/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,215
07/12/2016,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",25,214
07/12/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,214
07/21/2016,Self,BLK,Stock,Sale (Partial),"$1,001 - $15,000",James M Inhofe,359,216
07/21/2016,Self,BIIB,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,279,216
07/08/2016,Spouse,COST,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,165,211
07/08/2016,Spouse,COST,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,165,211
07/15/2016,Spouse,WMT,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,73,216
07/15/2016,Spouse,SO,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,53,216
07/15/2016,Spouse,PG,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,86,216
07/15/2016,Spouse,T,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,42,216
07/25/2016,Self,AMG,Stock,Purchase,"$1,001 - $15,000",John F Reed,144,216
07/25/2016,Self,ZBH,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,123,216
07/25/2016,Self,PEP,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,108,216
07/25/2016,Self,MSFT,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,56,216
07/25/2016,Joint,AMG,Stock,Purchase,"$1,001 - $15,000",John F Reed,144,216
07/25/2016,Joint,ZBH,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,123,216
07/25/2016,Joint,PEP,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,108,216
06/24/2016,Spouse,BRK-B,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,140,205
06/13/2016,Spouse,F,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,13,209
06/28/2016,Self,PRU,Stock,Purchase,"$50,001 - $100,000",John Hoeven,68,202
06/28/2016,Self,MCD,Stock,Purchase,"$50,001 - $100,000",John Hoeven,117,202
06/28/2016,Self,IVZ,Stock,Purchase,"$50,001 - $100,000",John Hoeven,23,202
06/14/2016,Joint,PG,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,82,207
07/08/2016,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",25,211
07/06/2016,Joint,MPLX,Stock,Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr",31,208
07/06/2016,Joint,ETP,Stock,Purchase,"$50,001 - $100,000","David A Perdue , Jr",19,208
06/30/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,208
06/29/2016,Joint,DISCA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",24,205
06/29/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,205
06/29/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",41,205
06/28/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,202
06/28/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,202
06/28/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",40,202
06/27/2016,Joint,NKE,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",51,200
06/27/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",12,200
06/27/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,200
06/27/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,200
06/27/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,200
06/24/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,205
06/24/2016,Joint,FEYE,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,205
06/23/2016,Joint,WLK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",44,210
06/20/2016,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,208
06/13/2016,Joint,SHPG,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",174,209
06/01/2016,Spouse,WCN,Stock,Purchase,"$15,001 - $50,000",Susan M Collins,44,209
06/28/2016,Self,NFX,Stock,Sale (Partial),"$1,001 - $15,000",James M Inhofe,42,202
06/28/2016,Self,CLR,Stock,Sale (Partial),"$15,001 - $50,000",James M Inhofe,43,202
06/29/2016,Spouse,HD,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,127,205
06/29/2016,Spouse,FB,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,113,205
06/10/2016,Spouse,FB,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,117,210
06/10/2016,Spouse,NFLX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,94,210
06/24/2016,Spouse,AEE,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,51,205
05/24/2016,Self,IVZ,Stock,Purchase,"$1,001 - $15,000",Gary C Peters,30,207
05/02/2016,Joint,MTUM,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,73,207
05/02/2016,Joint,SHY,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,84,207
06/09/2016,Joint,PG,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,82,211
05/17/2016,Joint,VFC,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,57,205
05/18/2016,Joint,GILD,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,82,204
05/18/2016,Joint,NFLX,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,89,204
05/24/2016,Joint,CMCSA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,31,207
05/24/2016,Joint,FB,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,116,207
05/24/2016,Joint,AMGN,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,151,207
06/07/2016,Joint,PSA,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,256,211
06/07/2016,Joint,ACN,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,119,211
06/07/2016,Joint,IBM,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,153,211
